Month,Trade Date,Close
Aug 2024,29.01.2024,29.54
Sep 2024,29.01.2024,30.257
Okt 2024,29.01.2024,31.003
Nov 2024,29.01.2024,34.454
Dez 2024,29.01.2024,35.807
Jan 2025,29.01.2024,35.516
Feb 2024,30.01.2024,29.967
Mar 2024,30.01.2024,30.152
Apr 2024,30.01.2024,30.106
Mai 2024,30.01.2024,30.604
Jun 2024,30.01.2024,30.726
Jul 2024,30.01.2024,30.628
Aug 2024,30.01.2024,30.794
Sep 2024,30.01.2024,31.293
Okt 2024,30.01.2024,31.564
Nov 2024,30.01.2024,34.6
Dez 2024,30.01.2024,35.983
Jan 2025,30.01.2024,36.121
Feb 2024,31.01.2024,29.967
Mar 2024,31.01.2024,30.831
Apr 2024,31.01.2024,31.031
Mai 2024,31.01.2024,31.088
Jun 2024,31.01.2024,31.06
Jul 2024,31.01.2024,31.21
Aug 2024,31.01.2024,31.254
Sep 2024,31.01.2024,31.693
Okt 2024,31.01.2024,32.73
Nov 2024,31.01.2024,35.414
Dez 2024,31.01.2024,36.808
Jan 2025,31.01.2024,36.848
Feb 2025,31.01.2024,36.5
Feb 2024,01.02.2024,29.967
Mar 2024,01.02.2024,29.5
Apr 2024,01.02.2024,29.973
Mai 2024,01.02.2024,30.16
Jun 2024,01.02.2024,30.216
Jul 2024,01.02.2024,30.332
Aug 2024,01.02.2024,30.49
Sep 2024,01.02.2024,30.945
Okt 2024,01.02.2024,31.814
Nov 2024,01.02.2024,34.984
Dez 2024,01.02.2024,36.196
Jan 2025,01.02.2024,36.372
Feb 2025,01.02.2024,36.385
Feb 2024,02.02.2024,29.967
Mar 2024,02.02.2024,29.716
Apr 2024,02.02.2024,30.022
Mai 2024,02.02.2024,30.121
Jun 2024,02.02.2024,30.139
Jul 2024,02.02.2024,30.315
Aug 2024,02.02.2024,30.477
Sep 2024,02.02.2024,30.78
Okt 2024,02.02.2024,32.024
Nov 2024,02.02.2024,35.132
Dez 2024,02.02.2024,35.696
Jan 2025,02.02.2024,36.334
Feb 2025,02.02.2024,36.35
Feb 2024,05.02.2024,29.967
Mar 2024,05.02.2024,28.871
Apr 2024,05.02.2024,29.114
Mai 2024,05.02.2024,29.15
Jun 2024,05.02.2024,29.147
Jul 2024,05.02.2024,29.209
Aug 2024,05.02.2024,29.471
Sep 2024,05.02.2024,29.902
Okt 2024,05.02.2024,30.771
Nov 2024,05.02.2024,34.328
Dez 2024,05.02.2024,34.656
Jan 2025,05.02.2024,35.664
Feb 2025,05.02.2024,35.025
Feb 2024,06.02.2024,29.967
Mar 2024,06.02.2024,29.099
Apr 2024,06.02.2024,29.29
Mai 2024,06.02.2024,29.273
Jun 2024,06.02.2024,29.27
Jul 2024,06.02.2024,29.379
Aug 2024,06.02.2024,29.532
Sep 2024,06.02.2024,29.968
Okt 2024,06.02.2024,30.634
Nov 2024,06.02.2024,33.595
Dez 2024,06.02.2024,35.055
Jan 2025,06.02.2024,34.771
Feb 2025,06.02.2024,35.298
Feb 2024,07.02.2024,29.967
Mar 2024,07.02.2024,28.686
Apr 2024,07.02.2024,28.82
Mai 2024,07.02.2024,28.845
Jun 2024,07.02.2024,28.816
Jul 2024,07.02.2024,28.954
Aug 2024,07.02.2024,29.061
Sep 2024,07.02.2024,29.525
Okt 2024,07.02.2024,30.247
Nov 2024,07.02.2024,32.981
Dez 2024,07.02.2024,34.375
Jan 2025,07.02.2024,34.389
Feb 2025,07.02.2024,34.56
Feb 2024,08.02.2024,29.967
Mar 2024,08.02.2024,28.289
Apr 2024,08.02.2024,28.43
Mai 2024,08.02.2024,28.44
Jun 2024,08.02.2024,28.467
Jul 2024,08.02.2024,28.503
Aug 2024,08.02.2024,28.685
Sep 2024,08.02.2024,29.131
Okt 2024,08.02.2024,29.775
Nov 2024,08.02.2024,32.291
Dez 2024,08.02.2024,33.616
Jan 2025,08.02.2024,34.411
Feb 2025,08.02.2024,34.176
Feb 2024,09.02.2024,29.967
Mar 2024,09.02.2024,27.467
Apr 2024,09.02.2024,27.691
Mai 2024,09.02.2024,27.826
Jun 2024,09.02.2024,27.918
Jul 2024,09.02.2024,27.924
Aug 2024,09.02.2024,28.043
Sep 2024,09.02.2024,28.516
Okt 2024,09.02.2024,29.053
Nov 2024,09.02.2024,31.245
Dez 2024,09.02.2024,32.82
Jan 2025,09.02.2024,32.495
Feb 2025,09.02.2024,32.703
Feb 2024,12.02.2024,29.967
Mar 2024,12.02.2024,26.078
Apr 2024,12.02.2024,26.433
Mai 2024,12.02.2024,26.6
Jun 2024,12.02.2024,26.677
Jul 2024,12.02.2024,26.82
Aug 2024,12.02.2024,26.953
Sep 2024,12.02.2024,27.45
Okt 2024,12.02.2024,28.315
Nov 2024,12.02.2024,31.112
Dez 2024,12.02.2024,31.541
Jan 2025,12.02.2024,32.201
Feb 2025,12.02.2024,32.141
Feb 2024,13.02.2024,29.967
Mar 2024,13.02.2024,25.746
Apr 2024,13.02.2024,26.003
Mai 2024,13.02.2024,26.107
Jun 2024,13.02.2024,26.527
Jul 2024,13.02.2024,26.411
Aug 2024,13.02.2024,26.491
Sep 2024,13.02.2024,27.063
Okt 2024,13.02.2024,28.484
Nov 2024,13.02.2024,30.825
Dez 2024,13.02.2024,30.785
Jan 2025,13.02.2024,31.857
Feb 2025,13.02.2024,31.791
Feb 2024,14.02.2024,29.967
Mar 2024,14.02.2024,25.165
Apr 2024,14.02.2024,25.389
Mai 2024,14.02.2024,25.572
Jun 2024,14.02.2024,25.824
Jul 2024,14.02.2024,25.806
Aug 2024,14.02.2024,25.92
Sep 2024,14.02.2024,26.318
Okt 2024,14.02.2024,26.923
Nov 2024,14.02.2024,29.069
Dez 2024,14.02.2024,31.262
Jan 2025,14.02.2024,30.82
Feb 2025,14.02.2024,31.324
Feb 2024,15.02.2024,29.967
Mar 2024,15.02.2024,25.323
Apr 2024,15.02.2024,25.487
Mai 2024,15.02.2024,25.628
Jun 2024,15.02.2024,25.809
Jul 2024,15.02.2024,25.95
Aug 2024,15.02.2024,26.097
Sep 2024,15.02.2024,26.521
Okt 2024,15.02.2024,26.958
Nov 2024,15.02.2024,29.51
Dez 2024,15.02.2024,31.289
Jan 2025,15.02.2024,31.13
Feb 2025,15.02.2024,31.326
Feb 2024,16.02.2024,29.967
Mar 2024,16.02.2024,25.141
Apr 2024,16.02.2024,25.383
Mai 2024,16.02.2024,25.546
Jun 2024,16.02.2024,25.658
Jul 2024,16.02.2024,25.735
Aug 2024,16.02.2024,25.857
Sep 2024,16.02.2024,26.289
Okt 2024,16.02.2024,27.142
Nov 2024,16.02.2024,30.101
Dez 2024,16.02.2024,30.473
Jan 2025,16.02.2024,31.204
Feb 2025,16.02.2024,31.399
Feb 2024,19.02.2024,29.967
Mar 2024,19.02.2024,24.088
Apr 2024,19.02.2024,24.275
Mai 2024,19.02.2024,24.425
Jun 2024,19.02.2024,24.513
Jul 2024,19.02.2024,24.662
Aug 2024,19.02.2024,24.739
Sep 2024,19.02.2024,25.286
Okt 2024,19.02.2024,26.13
Nov 2024,19.02.2024,29.376
Dez 2024,19.02.2024,29.795
Jan 2025,19.02.2024,30.353
Feb 2025,19.02.2024,30.547
Feb 2024,20.02.2024,29.967
Mar 2024,20.02.2024,24.485
Apr 2024,20.02.2024,24.74
Mai 2024,20.02.2024,24.863
Jun 2024,20.02.2024,24.96
Jul 2024,20.02.2024,25.064
Aug 2024,20.02.2024,25.192
Sep 2024,20.02.2024,25.689
Okt 2024,20.02.2024,26.761
Nov 2024,20.02.2024,30.168
Dez 2024,20.02.2024,30.585
Jan 2025,20.02.2024,31.184
Feb 2025,20.02.2024,31.379
Feb 2024,21.02.2024,29.967
Mar 2024,21.02.2024,24.393
Apr 2024,21.02.2024,24.508
Mai 2024,21.02.2024,24.58
Jun 2024,21.02.2024,24.704
Jul 2024,21.02.2024,24.836
Aug 2024,21.02.2024,24.905
Sep 2024,21.02.2024,25.516
Okt 2024,21.02.2024,26.247
Nov 2024,21.02.2024,29.371
Dez 2024,21.02.2024,30.929
Jan 2025,21.02.2024,31.096
Feb 2025,21.02.2024,31.196
Feb 2024,22.02.2024,29.967
Mar 2024,22.02.2024,23.607
Apr 2024,22.02.2024,23.751
Mai 2024,22.02.2024,23.856
Jun 2024,22.02.2024,24.051
Jul 2024,22.02.2024,24.054
Aug 2024,22.02.2024,24.333
Sep 2024,22.02.2024,24.672
Okt 2024,22.02.2024,25.51
Nov 2024,22.02.2024,28.764
Dez 2024,22.02.2024,30.145
Jan 2025,22.02.2024,30.454
Feb 2025,22.02.2024,30.454
Feb 2024,23.02.2024,29.967
Mar 2024,23.02.2024,23.329
Apr 2024,23.02.2024,23.523
Mai 2024,23.02.2024,23.592
Jun 2024,23.02.2024,23.654
Jul 2024,23.02.2024,23.758
Aug 2024,23.02.2024,23.917
Sep 2024,23.02.2024,24.376
Okt 2024,23.02.2024,25.056
Nov 2024,23.02.2024,28.278
Dez 2024,23.02.2024,29.538
Jan 2025,23.02.2024,29.837
Feb 2025,23.02.2024,29.814
Feb 2024,26.02.2024,29.967
Mar 2024,26.02.2024,24.303
Apr 2024,26.02.2024,24.444
Mai 2024,26.02.2024,24.55
Jun 2024,26.02.2024,24.598
Jul 2024,26.02.2024,24.717
Aug 2024,26.02.2024,24.852
Sep 2024,26.02.2024,25.169
Okt 2024,26.02.2024,25.958
Nov 2024,26.02.2024,28.871
Dez 2024,26.02.2024,30.247
Jan 2025,26.02.2024,30.413
Feb 2025,26.02.2024,30.329
Feb 2024,27.02.2024,29.967
Mar 2024,27.02.2024,24.671
Apr 2024,27.02.2024,24.838
Mai 2024,27.02.2024,24.982
Jun 2024,27.02.2024,25.043
Jul 2024,27.02.2024,25.124
Aug 2024,27.02.2024,25.284
Sep 2024,27.02.2024,25.762
Okt 2024,27.02.2024,26.556
Nov 2024,27.02.2024,29.324
Dez 2024,27.02.2024,30.588
Jan 2025,27.02.2024,31.007
Feb 2025,27.02.2024,30.946
Mar 2024,28.02.2024,25.856
Apr 2024,28.02.2024,25.93
Mai 2024,28.02.2024,26.053
Jun 2024,28.02.2024,26.137
Jul 2024,28.02.2024,26.433
Aug 2024,28.02.2024,26.388
Sep 2024,28.02.2024,26.924
Okt 2024,28.02.2024,27.589
Nov 2024,28.02.2024,30.543
Dez 2024,28.02.2024,31.82
Jan 2025,28.02.2024,32.181
Feb 2025,28.02.2024,32.083
Mar 2024,29.02.2024,25.856
Apr 2024,29.02.2024,25.19
Mai 2024,29.02.2024,25.348
Jun 2024,29.02.2024,25.455
Jul 2024,29.02.2024,25.538
Aug 2024,29.02.2024,25.703
Sep 2024,29.02.2024,26.227
Okt 2024,29.02.2024,27.042
Nov 2024,29.02.2024,29.964
Dez 2024,29.02.2024,31.313
Jan 2025,29.02.2024,31.702
Feb 2025,29.02.2024,31.662
Mar 2025,29.02.2024,
Mar 2024,01.03.2024,25.856
Apr 2024,01.03.2024,25.928
Mai 2024,01.03.2024,26.068
Jun 2024,01.03.2024,26.117
Jul 2024,01.03.2024,26.4
Aug 2024,01.03.2024,26.513
Sep 2024,01.03.2024,26.948
Okt 2024,01.03.2024,28.145
Nov 2024,01.03.2024,30.687
Dez 2024,01.03.2024,32.074
Jan 2025,01.03.2024,32.169
Feb 2025,01.03.2024,32.265
Mar 2025,01.03.2024,
Mar 2024,04.03.2024,25.856
Apr 2024,04.03.2024,27.116
Mai 2024,04.03.2024,27.224
Jun 2024,04.03.2024,27.294
Jul 2024,04.03.2024,27.471
Aug 2024,04.03.2024,27.537
Sep 2024,04.03.2024,27.862
Okt 2024,04.03.2024,28.502
Nov 2024,04.03.2024,31.275
Dez 2024,04.03.2024,32.419
Jan 2025,04.03.2024,32.898
Feb 2025,04.03.2024,32.844
Mar 2025,04.03.2024,
Mar 2024,05.03.2024,25.856
Apr 2024,05.03.2024,27.702
Mai 2024,05.03.2024,27.778
Jun 2024,05.03.2024,27.862
Jul 2024,05.03.2024,27.938
Aug 2024,05.03.2024,28.04
Sep 2024,05.03.2024,28.367
Okt 2024,05.03.2024,29.179
Nov 2024,05.03.2024,31.852
Dez 2024,05.03.2024,32.982
Jan 2025,05.03.2024,33.138
Feb 2025,05.03.2024,33.379
Mar 2025,05.03.2024,
Mar 2024,06.03.2024,25.856
Apr 2024,06.03.2024,26.857
Mai 2024,06.03.2024,26.933
Jun 2024,06.03.2024,27.053
Jul 2024,06.03.2024,27.126
Aug 2024,06.03.2024,27.26
Sep 2024,06.03.2024,27.727
Okt 2024,06.03.2024,28.395
Nov 2024,06.03.2024,31.097
Dez 2024,06.03.2024,32.872
Jan 2025,06.03.2024,32.773
Feb 2025,06.03.2024,32.856
Mar 2025,06.03.2024,
Mar 2024,07.03.2024,25.856
Apr 2024,07.03.2024,26.177
Mai 2024,07.03.2024,26.274
Jun 2024,07.03.2024,26.386
Jul 2024,07.03.2024,26.437
Aug 2024,07.03.2024,26.588
Sep 2024,07.03.2024,26.998
Okt 2024,07.03.2024,28.168
Nov 2024,07.03.2024,30.761
Dez 2024,07.03.2024,31.597
Jan 2025,07.03.2024,32.211
Feb 2025,07.03.2024,32.264
Mar 2025,07.03.2024,
Mar 2024,08.03.2024,25.856
Apr 2024,08.03.2024,26.595
Mai 2024,08.03.2024,26.665
Jun 2024,08.03.2024,26.714
Jul 2024,08.03.2024,26.446
Aug 2024,08.03.2024,27.071
Sep 2024,08.03.2024,27.405
Okt 2024,08.03.2024,28.103
Nov 2024,08.03.2024,30.607
Dez 2024,08.03.2024,32.094
Jan 2025,08.03.2024,32.286
Feb 2025,08.03.2024,32.259
Mar 2025,08.03.2024,
Mar 2024,11.03.2024,25.856
Apr 2024,11.03.2024,25.246
Mai 2024,11.03.2024,25.359
Jun 2024,11.03.2024,25.462
Jul 2024,11.03.2024,25.424
Aug 2024,11.03.2024,25.671
Sep 2024,11.03.2024,26.083
Okt 2024,11.03.2024,27.03
Nov 2024,11.03.2024,29.661
Dez 2024,11.03.2024,30.914
Jan 2025,11.03.2024,31.289
Feb 2025,11.03.2024,31.368
Mar 2025,11.03.2024,30.537
Mar 2024,12.03.2024,25.856
Apr 2024,12.03.2024,25.095
Mai 2024,12.03.2024,25.216
Jun 2024,12.03.2024,25.324
Jul 2024,12.03.2024,25.313
Aug 2024,12.03.2024,25.494
Sep 2024,12.03.2024,25.953
Okt 2024,12.03.2024,26.566
Nov 2024,12.03.2024,29.42
Dez 2024,12.03.2024,30.698
Jan 2025,12.03.2024,30.956
Feb 2025,12.03.2024,31.034
Mar 2025,12.03.2024,30.219
Mar 2024,13.03.2024,25.856
Apr 2024,13.03.2024,25.178
Mai 2024,13.03.2024,25.215
Jun 2024,13.03.2024,25.307
Jul 2024,13.03.2024,25.4
Aug 2024,13.03.2024,25.529
Sep 2024,13.03.2024,25.873
Okt 2024,13.03.2024,26.534
Nov 2024,13.03.2024,29.562
Dez 2024,13.03.2024,30.616
Jan 2025,13.03.2024,30.908
Feb 2025,13.03.2024,30.986
Mar 2025,13.03.2024,30.169
Mar 2024,14.03.2024,25.856
Apr 2024,14.03.2024,26.364
Mai 2024,14.03.2024,26.354
Jun 2024,14.03.2024,26.423
Jul 2024,14.03.2024,26.419
Aug 2024,14.03.2024,26.551
Sep 2024,14.03.2024,26.97
Okt 2024,14.03.2024,27.876
Nov 2024,14.03.2024,30.668
Dez 2024,14.03.2024,31.368
Jan 2025,14.03.2024,32.146
Feb 2025,14.03.2024,32.23
Mar 2025,14.03.2024,30.379
Mar 2024,15.03.2024,25.856
Apr 2024,15.03.2024,27.339
Mai 2024,15.03.2024,27.278
Jun 2024,15.03.2024,27.36
Jul 2024,15.03.2024,27.348
Aug 2024,15.03.2024,27.44
Sep 2024,15.03.2024,27.802
Okt 2024,15.03.2024,28.518
Nov 2024,15.03.2024,31.109
Dez 2024,15.03.2024,32.137
Jan 2025,15.03.2024,32.461
Feb 2025,15.03.2024,32.545
Mar 2025,15.03.2024,31.86
Mar 2024,18.03.2024,25.856
Apr 2024,18.03.2024,29.159
Mai 2024,18.03.2024,29.118
Jun 2024,18.03.2024,29.134
Jul 2024,18.03.2024,29.095
Aug 2024,18.03.2024,29.153
Sep 2024,18.03.2024,29.489
Okt 2024,18.03.2024,30.251
Nov 2024,18.03.2024,32.62
Dez 2024,18.03.2024,33.645
Jan 2025,18.03.2024,33.701
Feb 2025,18.03.2024,33.757
Mar 2025,18.03.2024,33.792
Mar 2024,19.03.2024,25.856
Apr 2024,19.03.2024,29.17
Mai 2024,19.03.2024,29.169
Jun 2024,19.03.2024,29.181
Jul 2024,19.03.2024,29.108
Aug 2024,19.03.2024,29.317
Sep 2024,19.03.2024,29.573
Okt 2024,19.03.2024,30.255
Nov 2024,19.03.2024,32.816
Dez 2024,19.03.2024,33.958
Jan 2025,19.03.2024,33.962
Feb 2025,19.03.2024,34.05
Mar 2025,19.03.2024,33.383
Mar 2024,20.03.2024,25.856
Apr 2024,20.03.2024,28.017
Mai 2024,20.03.2024,28.003
Jun 2024,20.03.2024,27.93
Jul 2024,20.03.2024,27.968
Aug 2024,20.03.2024,28.113
Sep 2024,20.03.2024,28.51
Okt 2024,20.03.2024,29.279
Nov 2024,20.03.2024,31.829
Dez 2024,20.03.2024,32.459
Jan 2025,20.03.2024,33.094
Feb 2025,20.03.2024,33.181
Mar 2025,20.03.2024,32.918
Mar 2024,21.03.2024,25.856
Apr 2024,21.03.2024,26.634
Mai 2024,21.03.2024,26.672
Jun 2024,21.03.2024,26.914
Jul 2024,21.03.2024,26.816
Aug 2024,21.03.2024,26.93
Sep 2024,21.03.2024,27.385
Okt 2024,21.03.2024,27.944
Nov 2024,21.03.2024,30.936
Dez 2024,21.03.2024,31.881
Jan 2025,21.03.2024,32.23
Feb 2025,21.03.2024,32.315
Mar 2025,21.03.2024,31.666
Mar 2024,22.03.2024,25.856
Apr 2024,22.03.2024,27.959
Mai 2024,22.03.2024,27.992
Jun 2024,22.03.2024,27.884
Jul 2024,22.03.2024,27.998
Aug 2024,22.03.2024,28.133
Sep 2024,22.03.2024,28.579
Okt 2024,22.03.2024,29.351
Nov 2024,22.03.2024,32.17
Dez 2024,22.03.2024,33.061
Jan 2025,22.03.2024,33.16
Feb 2025,22.03.2024,33.247
Mar 2025,22.03.2024,32.581
Mar 2024,25.03.2024,25.856
Apr 2024,25.03.2024,28.765
Mai 2024,25.03.2024,28.78
Jun 2024,25.03.2024,28.777
Jul 2024,25.03.2024,28.785
Aug 2024,25.03.2024,29.102
Sep 2024,25.03.2024,29.479
Okt 2024,25.03.2024,30.031
Nov 2024,25.03.2024,32.78
Dez 2024,25.03.2024,33.9
Jan 2025,25.03.2024,34.224
Feb 2025,25.03.2024,34.314
Mar 2025,25.03.2024,33.634
Mar 2024,26.03.2024,25.856
Apr 2024,26.03.2024,27.407
Mai 2024,26.03.2024,27.978
Jun 2024,26.03.2024,28.029
Jul 2024,26.03.2024,27.719
Aug 2024,26.03.2024,27.883
Sep 2024,26.03.2024,28.401
Okt 2024,26.03.2024,28.957
Nov 2024,26.03.2024,31.818
Dez 2024,26.03.2024,33.074
Jan 2025,26.03.2024,33.46
Feb 2025,26.03.2024,33.265
Mar 2025,26.03.2024,32.599
Mar 2024,27.03.2024,25.856
Apr 2024,27.03.2024,27.84
Mai 2024,27.03.2024,27.888
Jun 2024,27.03.2024,28.037
Jul 2024,27.03.2024,28.03
Aug 2024,27.03.2024,28.183
Sep 2024,27.03.2024,28.751
Okt 2024,27.03.2024,29.656
Nov 2024,27.03.2024,32.475
Dez 2024,27.03.2024,33.06
Jan 2025,27.03.2024,33.35
Feb 2025,27.03.2024,34.031
Mar 2025,27.03.2024,33.356
Apr 2024,28.03.2024,27.84
Mai 2024,28.03.2024,27.545
Jun 2024,28.03.2024,27.707
Jul 2024,28.03.2024,27.816
Aug 2024,28.03.2024,27.971
Sep 2024,28.03.2024,28.437
Okt 2024,28.03.2024,29.323
Nov 2024,28.03.2024,32.192
Dez 2024,28.03.2024,33.149
Jan 2025,28.03.2024,33.605
Feb 2025,28.03.2024,33.557
Mar 2025,28.03.2024,32.887
Apr 2025,28.03.2024,
Apr 2024,02.04.2024,27.84
Mai 2024,02.04.2024,26.481
Jun 2024,02.04.2024,26.635
Jul 2024,02.04.2024,26.702
Aug 2024,02.04.2024,26.923
Sep 2024,02.04.2024,27.663
Okt 2024,02.04.2024,28.444
Nov 2024,02.04.2024,31.315
Dez 2024,02.04.2024,32.179
Jan 2025,02.04.2024,33.42
Feb 2025,02.04.2024,32.868
Mar 2025,02.04.2024,31.502
Apr 2025,02.04.2024,
Apr 2024,03.04.2024,27.84
Mai 2024,03.04.2024,25.682
Jun 2024,03.04.2024,25.892
Jul 2024,03.04.2024,26.006
Aug 2024,03.04.2024,26.485
Sep 2024,03.04.2024,26.814
Okt 2024,03.04.2024,27.971
Nov 2024,03.04.2024,30.914
Dez 2024,03.04.2024,31.893
Jan 2025,03.04.2024,32.515
Feb 2025,03.04.2024,32.426
Mar 2025,03.04.2024,31.548
Apr 2025,03.04.2024,30.8
Apr 2024,04.04.2024,27.84
Mai 2024,04.04.2024,26.412
Jun 2024,04.04.2024,26.548
Jul 2024,04.04.2024,26.648
Aug 2024,04.04.2024,27.058
Sep 2024,04.04.2024,27.514
Okt 2024,04.04.2024,28.596
Nov 2024,04.04.2024,31.383
Dez 2024,04.04.2024,32.378
Jan 2025,04.04.2024,32.626
Feb 2025,04.04.2024,32.496
Mar 2025,04.04.2024,32.781
Apr 2025,04.04.2024,31.291
Apr 2024,05.04.2024,27.84
Mai 2024,05.04.2024,26.776
Jun 2024,05.04.2024,27.02
Jul 2024,05.04.2024,27.163
Aug 2024,05.04.2024,27.458
Sep 2024,05.04.2024,28.043
Okt 2024,05.04.2024,29.038
Nov 2024,05.04.2024,32.206
Dez 2024,05.04.2024,33.193
Jan 2025,05.04.2024,33.513
Feb 2025,05.04.2024,33.437
Mar 2025,05.04.2024,33.029
Apr 2025,05.04.2024,32.082
Apr 2024,08.04.2024,27.84
Mai 2024,08.04.2024,28.125
Jun 2024,08.04.2024,28.31
Jul 2024,08.04.2024,28.421
Aug 2024,08.04.2024,28.726
Sep 2024,08.04.2024,29.613
Okt 2024,08.04.2024,30.449
Nov 2024,08.04.2024,33.485
Dez 2024,08.04.2024,34.399
Jan 2025,08.04.2024,35.624
Feb 2025,08.04.2024,35.552
Mar 2025,08.04.2024,33.331
Apr 2025,08.04.2024,33.362
Apr 2024,09.04.2024,27.84
Mai 2024,09.04.2024,27.524
Jun 2024,09.04.2024,27.777
Jul 2024,09.04.2024,27.714
Aug 2024,09.04.2024,28.398
Sep 2024,09.04.2024,29.081
Okt 2024,09.04.2024,30.026
Nov 2024,09.04.2024,33.415
Dez 2024,09.04.2024,34.406
Jan 2025,09.04.2024,34.863
Feb 2025,09.04.2024,34.629
Mar 2025,09.04.2024,34.148
Apr 2025,09.04.2024,33.78
Apr 2024,10.04.2024,27.84
Mai 2024,10.04.2024,27.237
Jun 2024,10.04.2024,27.426
Jul 2024,10.04.2024,27.608
Aug 2024,10.04.2024,27.951
Sep 2024,10.04.2024,28.716
Okt 2024,10.04.2024,29.762
Nov 2024,10.04.2024,33.206
Dez 2024,10.04.2024,34.234
Jan 2025,10.04.2024,35.144
Feb 2025,10.04.2024,35.036
Mar 2025,10.04.2024,33.179
Apr 2025,10.04.2024,33.303
Apr 2024,11.04.2024,27.84
Mai 2024,11.04.2024,29.536
Jun 2024,11.04.2024,29.699
Jul 2024,11.04.2024,29.751
Aug 2024,11.04.2024,30.577
Sep 2024,11.04.2024,30.872
Okt 2024,11.04.2024,32.065
Nov 2024,11.04.2024,35.557
Dez 2024,11.04.2024,36.621
Jan 2025,11.04.2024,37.065
Feb 2025,11.04.2024,36.328
Mar 2025,11.04.2024,36.579
Apr 2025,11.04.2024,35.491
Apr 2024,12.04.2024,27.84
Mai 2024,12.04.2024,30.866
Jun 2024,12.04.2024,31.021
Jul 2024,12.04.2024,31.204
Aug 2024,12.04.2024,31.481
Sep 2024,12.04.2024,32.178
Okt 2024,12.04.2024,33.273
Nov 2024,12.04.2024,36.847
Dez 2024,12.04.2024,37.835
Jan 2025,12.04.2024,37.879
Feb 2025,12.04.2024,38.469
Mar 2025,12.04.2024,37.078
Apr 2025,12.04.2024,36.475
Apr 2024,15.04.2024,
Mai 2024,15.04.2024,31.125
Jun 2024,15.04.2024,31.423
Jul 2024,15.04.2024,31.53
Aug 2024,15.04.2024,31.742
Sep 2024,15.04.2024,32.373
Okt 2024,15.04.2024,33.38
Nov 2024,15.04.2024,36.685
Dez 2024,15.04.2024,37.771
Jan 2025,15.04.2024,38.06
Feb 2025,15.04.2024,38
Mar 2025,15.04.2024,37.468
Apr 2025,15.04.2024,36.346
Apr 2024,16.04.2024,27.84
Mai 2024,16.04.2024,33.24
Jun 2024,16.04.2024,33.36
Jul 2024,16.04.2024,33.55
Aug 2024,16.04.2024,33.741
Sep 2024,16.04.2024,34.374
Okt 2024,16.04.2024,35.077
Nov 2024,16.04.2024,38.379
Dez 2024,16.04.2024,39.228
Jan 2025,16.04.2024,39.592
Feb 2025,16.04.2024,39.532
Mar 2025,16.04.2024,39.208
Apr 2025,16.04.2024,37.497
Apr 2024,17.04.2024,27.84
Mai 2024,17.04.2024,31.391
Jun 2024,17.04.2024,31.467
Jul 2024,17.04.2024,31.502
Aug 2024,17.04.2024,31.79
Sep 2024,17.04.2024,32.36
Okt 2024,17.04.2024,33.47
Nov 2024,17.04.2024,36.451
Dez 2024,17.04.2024,37.671
Jan 2025,17.04.2024,37.67
Feb 2025,17.04.2024,37.784
Mar 2025,17.04.2024,37.365
Apr 2025,17.04.2024,35.579
Apr 2024,18.04.2024,27.84
Mai 2024,18.04.2024,32.448
Jun 2024,18.04.2024,32.509
Jul 2024,18.04.2024,32.563
Aug 2024,18.04.2024,32.846
Sep 2024,18.04.2024,33.51
Okt 2024,18.04.2024,34.586
Nov 2024,18.04.2024,37.647
Dez 2024,18.04.2024,38.886
Jan 2025,18.04.2024,39.094
Feb 2025,18.04.2024,38.881
Mar 2025,18.04.2024,38.455
Apr 2025,18.04.2024,36.395
Apr 2024,19.04.2024,27.84
Mai 2024,19.04.2024,30.877
Jun 2024,19.04.2024,30.94
Jul 2024,19.04.2024,31.044
Aug 2024,19.04.2024,31.31
Sep 2024,19.04.2024,31.935
Okt 2024,19.04.2024,33.069
Nov 2024,19.04.2024,36.224
Dez 2024,19.04.2024,37.433
Jan 2025,19.04.2024,37.629
Feb 2025,19.04.2024,37.595
Mar 2025,19.04.2024,37.211
Apr 2025,19.04.2024,34.776
Apr 2024,22.04.2024,27.84
Mai 2024,22.04.2024,29.423
Jun 2024,22.04.2024,29.52
Jul 2024,22.04.2024,29.68
Aug 2024,22.04.2024,29.934
Sep 2024,22.04.2024,30.708
Okt 2024,22.04.2024,31.818
Nov 2024,22.04.2024,34.937
Dez 2024,22.04.2024,35.953
Jan 2025,22.04.2024,36.697
Feb 2025,22.04.2024,36.562
Mar 2025,22.04.2024,35.187
Apr 2025,22.04.2024,33.821
Apr 2024,23.04.2024,27.84
Mai 2024,23.04.2024,28.546
Jun 2024,23.04.2024,28.626
Jul 2024,23.04.2024,28.761
Aug 2024,23.04.2024,29.065
Sep 2024,23.04.2024,29.841
Okt 2024,23.04.2024,30.964
Nov 2024,23.04.2024,34.138
Dez 2024,23.04.2024,35.242
Jan 2025,23.04.2024,35.528
Feb 2025,23.04.2024,35.47
Mar 2025,23.04.2024,35.159
Apr 2025,23.04.2024,33.353
Apr 2024,24.04.2024,27.84
Mai 2024,24.04.2024,29.147
Jun 2024,24.04.2024,29.174
Jul 2024,24.04.2024,29.278
Aug 2024,24.04.2024,29.715
Sep 2024,24.04.2024,30.239
Okt 2024,24.04.2024,31.388
