Month,Trade Date,Close
Jan 2025,18.07.2024,39.21
Feb 2025,18.07.2024,39.254
Mar 2025,18.07.2024,38.594
Apr 2025,18.07.2024,37.59
Mai 2025,18.07.2024,
Jun 2025,18.07.2024,37.058
Jul 2025,18.07.2024,
Jul 2024,19.07.2024,34.335
Aug 2024,19.07.2024,32.221
Sep 2024,19.07.2024,33.078
Okt 2024,19.07.2024,34.678
Nov 2024,19.07.2024,37.453
Dez 2024,19.07.2024,38.537
Jan 2025,19.07.2024,38.812
Feb 2025,19.07.2024,38.857
Mar 2025,19.07.2024,38.225
Apr 2025,19.07.2024,37.493
Mai 2025,19.07.2024,
Jun 2025,19.07.2024,36.557
Jul 2025,19.07.2024,
Jul 2024,22.07.2024,34.335
Aug 2024,22.07.2024,31.844
Sep 2024,22.07.2024,32.736
Okt 2024,22.07.2024,34.275
Nov 2024,22.07.2024,37.099
Dez 2024,22.07.2024,38.137
Jan 2025,22.07.2024,38.483
Feb 2025,22.07.2024,38.573
Mar 2025,22.07.2024,38.091
Apr 2025,22.07.2024,36.955
Mai 2025,22.07.2024,
Jun 2025,22.07.2024,36.338
Jul 2025,22.07.2024,
Jul 2024,23.07.2024,34.335
Aug 2024,23.07.2024,31.612
Sep 2024,23.07.2024,32.597
Okt 2024,23.07.2024,34.173
Nov 2024,23.07.2024,36.994
Dez 2024,23.07.2024,38.031
Jan 2025,23.07.2024,38.339
Feb 2025,23.07.2024,38.402
Mar 2025,23.07.2024,37.863
Apr 2025,23.07.2024,36.892
Mai 2025,23.07.2024,
Jun 2025,23.07.2024,36.409
Jul 2025,23.07.2024,
Jul 2024,24.07.2024,34.335
Aug 2024,24.07.2024,32.704
Sep 2024,24.07.2024,33.556
Okt 2024,24.07.2024,35.103
Nov 2024,24.07.2024,37.897
Dez 2024,24.07.2024,38.865
Jan 2025,24.07.2024,39.244
Feb 2025,24.07.2024,39.295
Mar 2025,24.07.2024,38.768
Apr 2025,24.07.2024,38.056
Mai 2025,24.07.2024,37.237
Jun 2025,24.07.2024,37.003
Jul 2025,24.07.2024,
Jul 2024,25.07.2024,34.335
Aug 2024,25.07.2024,31.799
Sep 2024,25.07.2024,32.767
Okt 2024,25.07.2024,34.385
Nov 2024,25.07.2024,37.226
Dez 2024,25.07.2024,38.376
Jan 2025,25.07.2024,38.806
Feb 2025,25.07.2024,38.426
Mar 2025,25.07.2024,38.362
Apr 2025,25.07.2024,37.724
Mai 2025,25.07.2024,36.888
Jun 2025,25.07.2024,36.686
Jul 2025,25.07.2024,
Jul 2024,26.07.2024,34.335
Aug 2024,26.07.2024,32.505
Sep 2024,26.07.2024,33.407
Okt 2024,26.07.2024,34.95
Nov 2024,26.07.2024,37.635
Dez 2024,26.07.2024,38.635
Jan 2025,26.07.2024,39.119
Feb 2025,26.07.2024,39.092
Mar 2025,26.07.2024,38.82
Apr 2025,26.07.2024,38.207
Mai 2025,26.07.2024,37.385
Jun 2025,26.07.2024,37.16
Jul 2025,26.07.2024,
Jul 2024,29.07.2024,34.335
Aug 2024,29.07.2024,33.898
Sep 2024,29.07.2024,34.785
Okt 2024,29.07.2024,36.195
Nov 2024,29.07.2024,38.73
Dez 2024,29.07.2024,39.743
Jan 2025,29.07.2024,40.044
Feb 2025,29.07.2024,39.895
Mar 2025,29.07.2024,39.652
Apr 2025,29.07.2024,39.176
Mai 2025,29.07.2024,38.323
Jun 2025,29.07.2024,38.1
Jul 2025,29.07.2024,
Aug 2024,30.07.2024,34.389
Sep 2024,30.07.2024,35.13
Okt 2024,30.07.2024,36.501
Nov 2024,30.07.2024,39.077
Dez 2024,30.07.2024,39.942
Jan 2025,30.07.2024,40.285
Feb 2025,30.07.2024,40.097
Mar 2025,30.07.2024,39.876
Apr 2025,30.07.2024,39.211
Mai 2025,30.07.2024,38.749
Jun 2025,30.07.2024,38.526
Jul 2025,30.07.2024,
Aug 2024,31.07.2024,34.389
Sep 2024,31.07.2024,35.92
Okt 2024,31.07.2024,37.082
Nov 2024,31.07.2024,39.685
Dez 2024,31.07.2024,40.594
Jan 2025,31.07.2024,40.879
Feb 2025,31.07.2024,40.911
Mar 2025,31.07.2024,40.47
Apr 2025,31.07.2024,39.8
Mai 2025,31.07.2024,39.381
Jun 2025,31.07.2024,39.155
Jul 2025,31.07.2024,
Aug 2025,31.07.2024,
Aug 2024,01.08.2024,34.389
Sep 2024,01.08.2024,37.017
Okt 2024,01.08.2024,38.13
Nov 2024,01.08.2024,40.725
Dez 2024,01.08.2024,41.596
Jan 2025,01.08.2024,41.844
Feb 2025,01.08.2024,41.904
Mar 2025,01.08.2024,41.398
Apr 2025,01.08.2024,40.568
Mai 2025,01.08.2024,40
Jun 2025,01.08.2024,39.772
Jul 2025,01.08.2024,
Aug 2025,01.08.2024,
Aug 2024,02.08.2024,34.389
Sep 2024,02.08.2024,36.694
Okt 2024,02.08.2024,37.8
Nov 2024,02.08.2024,40.577
Dez 2024,02.08.2024,41.434
Jan 2025,02.08.2024,41.618
Feb 2025,02.08.2024,41.691
Mar 2025,02.08.2024,41.04
Apr 2025,02.08.2024,40.327
Mai 2025,02.08.2024,39.845
Jun 2025,02.08.2024,39.618
Jul 2025,02.08.2024,
Aug 2025,02.08.2024,
Aug 2024,05.08.2024,34.389
Sep 2024,05.08.2024,35.543
Okt 2024,05.08.2024,36.752
Nov 2024,05.08.2024,39.4
Dez 2024,05.08.2024,40.321
Jan 2025,05.08.2024,40.493
Feb 2025,05.08.2024,40.527
Mar 2025,05.08.2024,39.905
Apr 2025,05.08.2024,39.249
Mai 2025,05.08.2024,38.798
Jun 2025,05.08.2024,38.574
Jul 2025,05.08.2024,
Aug 2025,05.08.2024,
Aug 2024,06.08.2024,34.389
Sep 2024,06.08.2024,36.664
Okt 2024,06.08.2024,37.776
Nov 2024,06.08.2024,40.086
Dez 2024,06.08.2024,40.933
Jan 2025,06.08.2024,41.202
Feb 2025,06.08.2024,41.259
Mar 2025,06.08.2024,40.387
Apr 2025,06.08.2024,39.855
Mai 2025,06.08.2024,39.253
Jun 2025,06.08.2024,39.028
Jul 2025,06.08.2024,
Aug 2025,06.08.2024,
Aug 2024,07.08.2024,34.389
Sep 2024,07.08.2024,38.51
Okt 2024,07.08.2024,39.538
Nov 2024,07.08.2024,41.691
Dez 2024,07.08.2024,42.413
Jan 2025,07.08.2024,42.755
Feb 2025,07.08.2024,42.75
Mar 2025,07.08.2024,41.815
Apr 2025,07.08.2024,41.156
Mai 2025,07.08.2024,39.101
Jun 2025,07.08.2024,41.939
Jul 2025,07.08.2024,38.8
Aug 2025,07.08.2024,38.7
Aug 2024,08.08.2024,34.389
Sep 2024,08.08.2024,40.145
Okt 2024,08.08.2024,41.219
Nov 2024,08.08.2024,43.24
Dez 2024,08.08.2024,43.865
Jan 2025,08.08.2024,44.275
Feb 2025,08.08.2024,44.045
Mar 2025,08.08.2024,43.17
Apr 2025,08.08.2024,42.421
Mai 2025,08.08.2024,41.012
Jun 2025,08.08.2024,42.26
Jul 2025,08.08.2024,41.097
Aug 2025,08.08.2024,41.202
Aug 2024,09.08.2024,34.389
Sep 2024,09.08.2024,40.465
Okt 2024,09.08.2024,41.687
Nov 2024,09.08.2024,43.731
Dez 2024,09.08.2024,44.341
Jan 2025,09.08.2024,44.793
Feb 2025,09.08.2024,44.631
Mar 2025,09.08.2024,43.663
Apr 2025,09.08.2024,42.915
Mai 2025,09.08.2024,42.13
Jun 2025,09.08.2024,41.895
Jul 2025,09.08.2024,41.47
Aug 2025,09.08.2024,41.575
Aug 2024,12.08.2024,34.389
Sep 2024,12.08.2024,39.769
Okt 2024,12.08.2024,40.982
Nov 2024,12.08.2024,43.303
Dez 2024,12.08.2024,44.019
Jan 2025,12.08.2024,44.259
Feb 2025,12.08.2024,44.132
Mar 2025,12.08.2024,43.372
Apr 2025,12.08.2024,42.484
Mai 2025,12.08.2024,41.614
Jun 2025,12.08.2024,41.38
Jul 2025,12.08.2024,41.435
Aug 2025,12.08.2024,41.54
Aug 2024,13.08.2024,34.389
Sep 2024,13.08.2024,39.604
Okt 2024,13.08.2024,40.794
Nov 2024,13.08.2024,43.248
Dez 2024,13.08.2024,43.986
Jan 2025,13.08.2024,44.312
Feb 2025,13.08.2024,44.179
Mar 2025,13.08.2024,43.339
Apr 2025,13.08.2024,42.64
Mai 2025,13.08.2024,41.823
Jun 2025,13.08.2024,41.59
Jul 2025,13.08.2024,41.289
Aug 2025,13.08.2024,41.395
Aug 2024,14.08.2024,34.389
Sep 2024,14.08.2024,39.025
Okt 2024,14.08.2024,40.229
Nov 2024,14.08.2024,42.8
Dez 2024,14.08.2024,43.74
Jan 2025,14.08.2024,44.006
Feb 2025,14.08.2024,44.09
Mar 2025,14.08.2024,43.39
Apr 2025,14.08.2024,42.507
Mai 2025,14.08.2024,41.875
Jun 2025,14.08.2024,41.641
Jul 2025,14.08.2024,41.395
Aug 2025,14.08.2024,41.501
Aug 2024,15.08.2024,34.389
Sep 2024,15.08.2024,39.624
Okt 2024,15.08.2024,40.855
Nov 2024,15.08.2024,43.371
Dez 2024,15.08.2024,44.193
Jan 2025,15.08.2024,44.67
Feb 2025,15.08.2024,44.634
Mar 2025,15.08.2024,43.891
Apr 2025,15.08.2024,43.088
Mai 2025,15.08.2024,42.442
Jun 2025,15.08.2024,42.206
Jul 2025,15.08.2024,41.907
Aug 2025,15.08.2024,42.013
Aug 2024,16.08.2024,34.389
Sep 2024,16.08.2024,39.653
Okt 2024,16.08.2024,40.961
Nov 2024,16.08.2024,43.458
Dez 2024,16.08.2024,44.441
Jan 2025,16.08.2024,44.726
Feb 2025,16.08.2024,44.741
Mar 2025,16.08.2024,44.003
Apr 2025,16.08.2024,43.163
Mai 2025,16.08.2024,42.58
Jun 2025,16.08.2024,42.343
Jul 2025,16.08.2024,42.147
Aug 2025,16.08.2024,42.254
Aug 2024,19.08.2024,34.389
Sep 2024,19.08.2024,39.893
Okt 2024,19.08.2024,40.944
Nov 2024,19.08.2024,43.369
Dez 2024,19.08.2024,44.104
Jan 2025,19.08.2024,44.6
Feb 2025,19.08.2024,44.63
Mar 2025,19.08.2024,43.786
Apr 2025,19.08.2024,42.815
Mai 2025,19.08.2024,41.873
Jun 2025,19.08.2024,41.638
Jul 2025,19.08.2024,41.974
Aug 2025,19.08.2024,42.081
Aug 2024,20.08.2024,34.389
Sep 2024,20.08.2024,37.989
Okt 2024,20.08.2024,39.042
Nov 2024,20.08.2024,41.39
Dez 2024,20.08.2024,42.192
Jan 2025,20.08.2024,42.693
Feb 2025,20.08.2024,42.69
Mar 2025,20.08.2024,41.99
Apr 2025,20.08.2024,41.319
Mai 2025,20.08.2024,40.754
Jun 2025,20.08.2024,40.523
Jul 2025,20.08.2024,40.397
Aug 2025,20.08.2024,40.501
Aug 2024,21.08.2024,34.389
Sep 2024,21.08.2024,37.042
Okt 2024,21.08.2024,38.104
Nov 2024,21.08.2024,40.497
Dez 2024,21.08.2024,41.338
Jan 2025,21.08.2024,41.719
Feb 2025,21.08.2024,41.83
Mar 2025,21.08.2024,41.205
Apr 2025,21.08.2024,40.543
Mai 2025,21.08.2024,39.982
Jun 2025,21.08.2024,39.754
Jul 2025,21.08.2024,39.638
Aug 2025,21.08.2024,39.74
Aug 2024,22.08.2024,34.389
Sep 2024,22.08.2024,36.552
Okt 2024,22.08.2024,37.593
Nov 2024,22.08.2024,40.175
Dez 2024,22.08.2024,40.88
Jan 2025,22.08.2024,41.537
Feb 2025,22.08.2024,41.665
Mar 2025,22.08.2024,40.979
Apr 2025,22.08.2024,40.429
Mai 2025,22.08.2024,40.046
Jun 2025,22.08.2024,39.818
Jul 2025,22.08.2024,39.509
Aug 2025,22.08.2024,39.611
Aug 2024,23.08.2024,34.389
Sep 2024,23.08.2024,36.883
Okt 2024,23.08.2024,37.79
Nov 2024,23.08.2024,40.4
Dez 2024,23.08.2024,41.383
Jan 2025,23.08.2024,41.831
Feb 2025,23.08.2024,41.758
Mar 2025,23.08.2024,41.423
Apr 2025,23.08.2024,40.702
Mai 2025,23.08.2024,40.198
Jun 2025,23.08.2024,39.969
Jul 2025,23.08.2024,39.894
Aug 2025,23.08.2024,39.997
Aug 2024,26.08.2024,34.389
Sep 2024,26.08.2024,37.683
Okt 2024,26.08.2024,38.591
Nov 2024,26.08.2024,41.075
Dez 2024,26.08.2024,42.015
Jan 2025,26.08.2024,42.621
Feb 2025,26.08.2024,42.576
Mar 2025,26.08.2024,41.989
Apr 2025,26.08.2024,41.582
Mai 2025,26.08.2024,41.103
Jun 2025,26.08.2024,40.873
Jul 2025,26.08.2024,40.519
Aug 2025,26.08.2024,40.622
Aug 2024,27.08.2024,34.389
Sep 2024,27.08.2024,38.586
Okt 2024,27.08.2024,39.429
Nov 2024,27.08.2024,41.786
Dez 2024,27.08.2024,42.678
Jan 2025,27.08.2024,43.214
Feb 2025,27.08.2024,43.127
Mar 2025,27.08.2024,42.541
Apr 2025,27.08.2024,41.945
Mai 2025,27.08.2024,41.494
Jun 2025,27.08.2024,41.262
Jul 2025,27.08.2024,40.824
Aug 2025,27.08.2024,40.929
Aug 2024,28.08.2024,34.389
Sep 2024,28.08.2024,38.608
Okt 2024,28.08.2024,39.382
Nov 2024,28.08.2024,41.701
Dez 2024,28.08.2024,42.621
Jan 2025,28.08.2024,42.904
Feb 2025,28.08.2024,42.952
Mar 2025,28.08.2024,42.425
Apr 2025,28.08.2024,41.768
Mai 2025,28.08.2024,41.495
Jun 2025,28.08.2024,40.53
Jul 2025,28.08.2024,40.359
Aug 2025,28.08.2024,40.463
Aug 2024,29.08.2024,34.389
Sep 2024,29.08.2024,38.645
Okt 2024,29.08.2024,39.173
Nov 2024,29.08.2024,41.283
Dez 2024,29.08.2024,42.063
Jan 2025,29.08.2024,42.628
Feb 2025,29.08.2024,42.597
Mar 2025,29.08.2024,42.069
Apr 2025,29.08.2024,41.342
Mai 2025,29.08.2024,40.866
Jun 2025,29.08.2024,40.635
Jul 2025,29.08.2024,40.282
Aug 2025,29.08.2024,40.385
Sep 2024,30.08.2024,38.645
Okt 2024,30.08.2024,39.944
Nov 2024,30.08.2024,41.98
Dez 2024,30.08.2024,42.84
Jan 2025,30.08.2024,43.286
Feb 2025,30.08.2024,43.246
Mar 2025,30.08.2024,42.725
Apr 2025,30.08.2024,41.672
Mai 2025,30.08.2024,41.124
Jun 2025,30.08.2024,41.325
Jul 2025,30.08.2024,40.714
Aug 2025,30.08.2024,40.818
Sep 2025,30.08.2024,
Sep 2024,02.09.2024,38.645
Okt 2024,02.09.2024,38.956
Nov 2024,02.09.2024,40.98
Dez 2024,02.09.2024,41.837
Jan 2025,02.09.2024,42.242
Feb 2025,02.09.2024,42.358
Mar 2025,02.09.2024,42.046
Apr 2025,02.09.2024,41.129
Mai 2025,02.09.2024,40.699
Jun 2025,02.09.2024,40.343
Jul 2025,02.09.2024,40.12
Aug 2025,02.09.2024,40.223
Sep 2025,02.09.2024,
Sep 2024,03.09.2024,38.645
Okt 2024,03.09.2024,37.551
Nov 2024,03.09.2024,39.915
Dez 2024,03.09.2024,41.008
Jan 2025,03.09.2024,41.135
Feb 2025,03.09.2024,41.213
Mar 2025,03.09.2024,40.759
Apr 2025,03.09.2024,40.181
Mai 2025,03.09.2024,39.729
Jun 2025,03.09.2024,39.489
Jul 2025,03.09.2024,39.198
Aug 2025,03.09.2024,39.299
Sep 2025,03.09.2024,
Sep 2024,04.09.2024,38.645
Okt 2024,04.09.2024,36.095
Nov 2024,04.09.2024,38.582
Dez 2024,04.09.2024,39.561
Jan 2025,04.09.2024,40.066
Feb 2025,04.09.2024,40.173
Mar 2025,04.09.2024,39.699
Apr 2025,04.09.2024,39.127
Mai 2025,04.09.2024,38.523
Jun 2025,04.09.2024,38.61
Jul 2025,04.09.2024,38.323
Aug 2025,04.09.2024,38.422
Sep 2025,04.09.2024,
Sep 2024,05.09.2024,38.645
Okt 2024,05.09.2024,36.511
Nov 2024,05.09.2024,38.916
Dez 2024,05.09.2024,39.887
Jan 2025,05.09.2024,40.359
Feb 2025,05.09.2024,40.471
Mar 2025,05.09.2024,39.933
Apr 2025,05.09.2024,39.593
Mai 2025,05.09.2024,38.903
Jun 2025,05.09.2024,38.591
Jul 2025,05.09.2024,38.418
Aug 2025,05.09.2024,38.518
Sep 2025,05.09.2024,
Sep 2024,06.09.2024,38.645
Okt 2024,06.09.2024,36.747
Nov 2024,06.09.2024,39.076
Dez 2024,06.09.2024,40.054
Jan 2025,06.09.2024,40.444
Feb 2025,06.09.2024,40.416
Mar 2025,06.09.2024,39.938
Apr 2025,06.09.2024,39.558
Mai 2025,06.09.2024,38.868
Jun 2025,06.09.2024,38.644
Jul 2025,06.09.2024,38.469
Aug 2025,06.09.2024,38.569
Sep 2025,06.09.2024,
Sep 2024,09.09.2024,38.645
Okt 2024,09.09.2024,37.531
Nov 2024,09.09.2024,39.633
Dez 2024,09.09.2024,40.479
Jan 2025,09.09.2024,40.974
Feb 2025,09.09.2024,41.155
Mar 2025,09.09.2024,40.632
Apr 2025,09.09.2024,39.926
Mai 2025,09.09.2024,39.452
Jun 2025,09.09.2024,39.179
Jul 2025,09.09.2024,38.935
Aug 2025,09.09.2024,39.036
Sep 2025,09.09.2024,
Sep 2024,10.09.2024,38.645
Okt 2024,10.09.2024,35.542
Nov 2024,10.09.2024,37.799
Dez 2024,10.09.2024,38.772
Jan 2025,10.09.2024,39.257
Feb 2025,10.09.2024,39.423
Mar 2025,10.09.2024,38.953
Apr 2025,10.09.2024,38.437
Mai 2025,10.09.2024,37.913
Jun 2025,10.09.2024,37.57
Jul 2025,10.09.2024,37.363
Aug 2025,10.09.2024,37.46
Sep 2025,10.09.2024,
Sep 2024,11.09.2024,38.645
Okt 2024,11.09.2024,36.382
Nov 2024,11.09.2024,38.558
Dez 2024,11.09.2024,39.422
Jan 2025,11.09.2024,39.579
Feb 2025,11.09.2024,39.768
Mar 2025,11.09.2024,39.234
Apr 2025,11.09.2024,38.444
Mai 2025,11.09.2024,37.92
Jun 2025,11.09.2024,37.761
Jul 2025,11.09.2024,37.709
Aug 2025,11.09.2024,37.808
Sep 2025,11.09.2024,
Sep 2024,12.09.2024,38.645
Okt 2024,12.09.2024,35.482
Nov 2024,12.09.2024,37.612
Dez 2024,12.09.2024,38.352
Jan 2025,12.09.2024,38.791
Feb 2025,12.09.2024,38.888
Mar 2025,12.09.2024,38.524
Apr 2025,12.09.2024,37.776
Mai 2025,12.09.2024,37.345
Jun 2025,12.09.2024,37.017
Jul 2025,12.09.2024,36.723
Aug 2025,12.09.2024,36.82
Sep 2025,12.09.2024,
Sep 2024,13.09.2024,38.645
Okt 2024,13.09.2024,35.971
Nov 2024,13.09.2024,37.902
Dez 2024,13.09.2024,38.693
Jan 2025,13.09.2024,39.067
Feb 2025,13.09.2024,39.112
Mar 2025,13.09.2024,38.761
Apr 2025,13.09.2024,37.961
Mai 2025,13.09.2024,37.372
Jun 2025,13.09.2024,37.195
Jul 2025,13.09.2024,37.018
Aug 2025,13.09.2024,37.115
Sep 2025,13.09.2024,
Sep 2024,16.09.2024,38.645
Okt 2024,16.09.2024,34.366
Nov 2024,16.09.2024,36.438
Dez 2024,16.09.2024,37.344
Jan 2025,16.09.2024,37.752
Feb 2025,16.09.2024,37.924
Mar 2025,16.09.2024,37.477
Apr 2025,16.09.2024,36.776
Mai 2025,16.09.2024,36.322
Jun 2025,16.09.2024,36.123
Jul 2025,16.09.2024,35.83
Aug 2025,16.09.2024,35.925
Sep 2025,16.09.2024,
Sep 2024,17.09.2024,38.645
Okt 2024,17.09.2024,35.836
Nov 2024,17.09.2024,37.802
Dez 2024,17.09.2024,38.645
Jan 2025,17.09.2024,39.249
Feb 2025,17.09.2024,39.247
Mar 2025,17.09.2024,38.937
Apr 2025,17.09.2024,38.01
Mai 2025,17.09.2024,37.61
Jun 2025,17.09.2024,37.486
Jul 2025,17.09.2024,37.41
Aug 2025,17.09.2024,37.484
Sep 2025,17.09.2024,
Sep 2024,18.09.2024,38.645
Okt 2024,18.09.2024,35.486
Nov 2024,18.09.2024,37.612
Dez 2024,18.09.2024,38.394
Jan 2025,18.09.2024,39.05
Feb 2025,18.09.2024,39.099
Mar 2025,18.09.2024,39.381
Apr 2025,18.09.2024,38.394
Mai 2025,18.09.2024,37.817
Jun 2025,18.09.2024,37.645
Jul 2025,18.09.2024,37.433
Aug 2025,18.09.2024,37.518
Sep 2025,18.09.2024,
Sep 2024,19.09.2024,38.645
Okt 2024,19.09.2024,33.762
Nov 2024,19.09.2024,35.524
Dez 2024,19.09.2024,36.42
Jan 2025,19.09.2024,36.369
Feb 2025,19.09.2024,36.388
Mar 2025,19.09.2024,36.357
Apr 2025,19.09.2024,35.572
Mai 2025,19.09.2024,34.984
Jun 2025,19.09.2024,34.908
Jul 2025,19.09.2024,34.965
Aug 2025,19.09.2024,35.044
Sep 2025,19.09.2024,
Sep 2024,20.09.2024,38.645
Okt 2024,20.09.2024,34.783
Nov 2024,20.09.2024,36.442
Dez 2024,20.09.2024,37.02
Jan 2025,20.09.2024,37.508
Feb 2025,20.09.2024,37.239
Mar 2025,20.09.2024,37.264
Apr 2025,20.09.2024,36.859
Mai 2025,20.09.2024,35.961
Jun 2025,20.09.2024,35.807
Jul 2025,20.09.2024,35.283
Aug 2025,20.09.2024,35.362
Sep 2025,20.09.2024,36.908
Sep 2024,23.09.2024,38.645
Okt 2024,23.09.2024,36.525
Nov 2024,23.09.2024,37.608
Dez 2024,23.09.2024,38.225
Jan 2025,23.09.2024,38.605
Feb 2025,23.09.2024,38.783
Mar 2025,23.09.2024,38.388
Apr 2025,23.09.2024,38.089
Mai 2025,23.09.2024,37.245
Jun 2025,23.09.2024,36.975
Jul 2025,23.09.2024,36.487
Aug 2025,23.09.2024,36.569
Sep 2025,23.09.2024,37.843
Sep 2024,24.09.2024,38.645
Okt 2024,24.09.2024,35.848
Nov 2024,24.09.2024,37.058
Dez 2024,24.09.2024,37.687
Jan 2025,24.09.2024,38.004
Feb 2025,24.09.2024,38.01
Mar 2025,24.09.2024,37.702
Apr 2025,24.09.2024,37.059
Mai 2025,24.09.2024,36.526
Jun 2025,24.09.2024,36.314
Jul 2025,24.09.2024,35.826
Aug 2025,24.09.2024,35.907
Sep 2025,24.09.2024,38.004
Sep 2024,25.09.2024,38.645
Okt 2024,25.09.2024,37.646
Nov 2024,25.09.2024,38.476
Dez 2024,25.09.2024,38.996
Jan 2025,25.09.2024,39.516
Feb 2025,25.09.2024,39.369
Mar 2025,25.09.2024,39.244
Apr 2025,25.09.2024,38.709
Mai 2025,25.09.2024,37.735
Jun 2025,25.09.2024,37.51
Jul 2025,25.09.2024,37.485
Aug 2025,25.09.2024,37.569
Sep 2025,25.09.2024,38.297
Sep 2024,26.09.2024,38.645
Okt 2024,26.09.2024,38.129
Nov 2024,26.09.2024,38.929
Dez 2024,26.09.2024,39.39
Jan 2025,26.09.2024,39.82
Feb 2025,26.09.2024,39.737
Mar 2025,26.09.2024,39.93
Apr 2025,26.09.2024,38.178
Mai 2025,26.09.2024,38.527
Jun 2025,26.09.2024,38.297
Jul 2025,26.09.2024,37.749
Aug 2025,26.09.2024,37.833
Sep 2025,26.09.2024,38.853
Okt 2024,27.09.2024,38.359
Nov 2024,27.09.2024,39.193
Dez 2024,27.09.2024,39.686
Jan 2025,27.09.2024,39.93
Feb 2025,27.09.2024,40.278
Mar 2025,27.09.2024,39.989
Apr 2025,27.09.2024,38.573
Mai 2025,27.09.2024,38.12
Jun 2025,27.09.2024,38.958
Jul 2025,27.09.2024,37.79
Aug 2025,27.09.2024,37.874
Sep 2025,27.09.2024,38.85
Okt 2024,30.09.2024,38.359
Nov 2024,30.09.2024,39.784
Dez 2024,30.09.2024,40.163
Jan 2025,30.09.2024,40.473
Feb 2025,30.09.2024,40.542
Mar 2025,30.09.2024,40.239
Apr 2025,30.09.2024,39.466
Mai 2025,30.09.2024,38.795
Jun 2025,30.09.2024,38.67
Jul 2025,30.09.2024,38.409
Aug 2025,30.09.2024,38.483
Sep 2025,30.09.2024,38.94
Okt 2025,30.09.2024,
Okt 2024,01.10.2024,38.359
Nov 2024,01.10.2024,39.948
Dez 2024,01.10.2024,40.505
Jan 2025,01.10.2024,40.875
Feb 2025,01.10.2024,40.884
Mar 2025,01.10.2024,40.713
Apr 2025,01.10.2024,39.495
Mai 2025,01.10.2024,39.059
Jun 2025,01.10.2024,38.881
Jul 2025,01.10.2024,38.482
Aug 2025,01.10.2024,38.562
Sep 2025,01.10.2024,39.29
Okt 2025,01.10.2024,
Okt 2024,02.10.2024,38.359
Nov 2024,02.10.2024,39.479
Dez 2024,02.10.2024,39.955
Jan 2025,02.10.2024,40.543
Feb 2025,02.10.2024,40.633
Mar 2025,02.10.2024,40.392
Apr 2025,02.10.2024,39.435
Mai 2025,02.10.2024,39.271
Jun 2025,02.10.2024,38.593
Jul 2025,02.10.2024,38.387
Aug 2025,02.10.2024,38.467
Sep 2025,02.10.2024,39.146
Okt 2025,02.10.2024,
Okt 2024,03.10.2024,38.359
Nov 2024,03.10.2024,40.62
Dez 2024,03.10.2024,41.078
Jan 2025,03.10.2024,41.333
Feb 2025,03.10.2024,41.775
Mar 2025,03.10.2024,41.107
Apr 2025,03.10.2024,40.378
Mai 2025,03.10.2024,39.838
Jun 2025,03.10.2024,39.342
Jul 2025,03.10.2024,39.068
Aug 2025,03.10.2024,39.149
Sep 2025,03.10.2024,39.812
Okt 2025,03.10.2024,
Okt 2024,04.10.2024,38.359
Nov 2024,04.10.2024,41.606
Dez 2024,04.10.2024,42.179
Jan 2025,04.10.2024,42.564
Feb 2025,04.10.2024,42.465
Mar 2025,04.10.2024,42.282
Apr 2025,04.10.2024,41.092
Mai 2025,04.10.2024,40.302
Jun 2025,04.10.2024,39.922
Jul 2025,04.10.2024,39.777
Aug 2025,04.10.2024,39.859
Sep 2025,04.10.2024,40.547
Okt 2025,04.10.2024,
Okt 2024,07.10.2024,38.359
Nov 2024,07.10.2024,40.803
Dez 2024,07.10.2024,41.39
Jan 2025,07.10.2024,41.893
Feb 2025,07.10.2024,41.856
Mar 2025,07.10.2024,41.65
Apr 2025,07.10.2024,40.035
Mai 2025,07.10.2024,40.443
Jun 2025,07.10.2024,40.059
Jul 2025,07.10.2024,39.551
Aug 2025,07.10.2024,39.633
Sep 2025,07.10.2024,40.239
Okt 2025,07.10.2024,
Okt 2024,08.10.2024,38.359
Nov 2024,08.10.2024,39.632
Dez 2024,08.10.2024,40.258
Jan 2025,08.10.2024,40.295
Feb 2025,08.10.2024,40.8
Mar 2025,08.10.2024,40.19
Apr 2025,08.10.2024,39.58
Mai 2025,08.10.2024,38.718
Jun 2025,08.10.2024,38.321
Jul 2025,08.10.2024,38.309
Aug 2025,08.10.2024,38.389
Sep 2025,08.10.2024,39.024
Okt 2025,08.10.2024,
Okt 2024,09.10.2024,38.359
Nov 2024,09.10.2024,38.984
Dez 2024,09.10.2024,39.599
Jan 2025,09.10.2024,40.027
Feb 2025,09.10.2024,40.201
Mar 2025,09.10.2024,39.89
Apr 2025,09.10.2024,39.181
Mai 2025,09.10.2024,38.534
Jun 2025,09.10.2024,38.147
Jul 2025,09.10.2024,37.799
Aug 2025,09.10.2024,38.547
Sep 2025,09.10.2024,38.503
Okt 2025,09.10.2024,
Okt 2024,10.10.2024,38.359
Nov 2024,10.10.2024,40.989
Dez 2024,10.10.2024,41.514
Jan 2025,10.10.2024,41.981
Feb 2025,10.10.2024,41.814
Mar 2025,10.10.2024,41.313
Apr 2025,10.10.2024,40.755
Mai 2025,10.10.2024,40.041
Jun 2025,10.10.2024,39.611
Jul 2025,10.10.2024,39.481
Aug 2025,10.10.2024,39.563
Sep 2025,10.10.2024,40.213
