Date	Value
23.07.2024	99,2
24.07.2024	99
25.07.2024	99,3
26.07.2024	99,9
27.07.2024	99,6
29.07.2024	99,6
30.07.2024	98,4
31.07.2024	98,6
01.08.2024	100,1
02.08.2024	99,7
03.08.2024	98,7
05.08.2024	97,1
06.08.2024	97,6
07.08.2024	97,6
08.08.2024	98,7
09.08.2024	99,4
10.08.2024	99,3
12.08.2024	99,1
13.08.2024	100,1
14.08.2024	99,7
15.08.2024	99,3
16.08.2024	99,3
17.08.2024	98,5
19.08.2024	97,9
20.08.2024	96,4
21.08.2024	96,7
22.08.2024	96,2
23.08.2024	96,7
24.08.2024	97
26.08.2024	97,7
27.08.2024	98,5
28.08.2024	97,5
29.08.2024	96,9
30.08.2024	98
31.08.2024	97,6
02.09.2024	96,9
03.09.2024	97,3
04.09.2024	95,9
05.09.2024	95
06.09.2024	94,7
07.09.2024	94,2
09.09.2024	94,3
10.09.2024	94,2
11.09.2024	93,3
12.09.2024	94,1
13.09.2024	95,2
15.09.2024	95,2
16.09.2024	95
17.09.2024	95,3
18.09.2024	96
19.09.2024	96,6
20.09.2024	96,9
21.09.2024	96,9
23.09.2024	97,2
24.09.2024	97,2
25.09.2024	97,1
26.09.2024	96,1
27.09.2024	96,2
28.09.2024	96,3
30.09.2024	96,9
01.10.2024	96,4
02.10.2024	98,4
03.10.2024	98,9
04.10.2024	101
05.10.2024	101,9
07.10.2024	101,9
08.10.2024	102,5
09.10.2024	101,6
10.10.2024	101,3
11.10.2024	102,1
12.10.2024	102,1
14.10.2024	101,4
15.10.2024	99,3
16.10.2024	98,9
17.10.2024	98,6
18.10.2024	98,9
19.10.2024	97,9
21.10.2024	97,9
22.10.2024	98,2
23.10.2024	99,2
24.10.2024	99,3
25.10.2024	98,4
26.10.2024	98,9
28.10.2024	97,4
29.10.2024	96,4
30.10.2024	96,5
31.10.2024	97
01.11.2024	98
02.11.2024	98
04.11.2024	98,6
05.11.2024	99
06.11.2024	99
07.11.2024	99,2
08.11.2024	98,9
09.11.2024	98,2
11.11.2024	98,2
12.11.2024	97,3
13.11.2024	97,7
14.11.2024	98
15.11.2024	97,8
16.11.2024	97,7
18.11.2024	97,7
19.11.2024	99,3
20.11.2024	99
21.11.2024	99
22.11.2024	100,1
23.11.2024	100,4
25.11.2024	100
26.11.2024	99,3
27.11.2024	98,5
28.11.2024	97,2
29.11.2024	97,2
30.11.2024	96,9
02.12.2024	97
03.12.2024	96,8
04.12.2024	97,1
05.12.2024	96
06.12.2024	95,6
07.12.2024	95,2
09.12.2024	95,4
10.12.2024	96
11.12.2024	96,6
12.12.2024	97,5
13.12.2024	97,7
14.12.2024	98,2
16.12.2024	98,2
17.12.2024	98,3
18.12.2024	97,9
19.12.2024	98,5
20.12.2024	98,3
23.12.2024	98,6
27.12.2024	98,1
28.12.2024	98,4
30.12.2024	98,5
31.12.2024	99,9
