Date	Value
02.11.2019	66,2
04.11.2019	67
05.11.2019	67,6
06.11.2019	67,6
07.11.2019	67,2
08.11.2019	66,9
09.11.2019	66,7
11.11.2019	66,6
12.11.2019	66,9
13.11.2019	66,1
14.11.2019	67
15.11.2019	67
16.11.2019	67,1
18.11.2019	67,4
19.11.2019	66,2
20.11.2019	65,1
21.11.2019	65,8
22.11.2019	67,1
23.11.2019	67,1
25.11.2019	67,1
26.11.2019	67,3
27.11.2019	67,5
28.11.2019	67,2
29.11.2019	67,4
30.11.2019	67,2
02.12.2019	66
03.12.2019	65,6
04.12.2019	65,7
05.12.2019	66,5
06.12.2019	66,5
07.12.2019	66,6
09.12.2019	67
10.12.2019	66,8
11.12.2019	66,9
12.12.2019	66,3
13.12.2019	66,9
14.12.2019	67,1
16.12.2019	67,4
17.12.2019	67,8
18.12.2019	68,3
19.12.2019	68,2
20.12.2019	68,7
21.12.2019	68,6
23.12.2019	68,3
24.12.2019	68,5
27.12.2019	69,3
28.12.2019	69,5
30.12.2019	69,2
31.12.2019	69
