Date	Value
05.05.2014	79,6
06.05.2014	79,4
07.05.2014	79
08.05.2014	79,6
09.05.2014	80,1
10.05.2014	80,2
12.05.2014	80,3
13.05.2014	80,4
14.05.2014	81
15.05.2014	81,2
16.05.2014	80,7
17.05.2014	80,7
19.05.2014	80,8
20.05.2014	80,4
21.05.2014	80,5
22.05.2014	80,9
23.05.2014	80,9
24.05.2014	80,9
26.05.2014	80,6
27.05.2014	80,8
28.05.2014	80,6
29.05.2014	80,5
30.05.2014	80,3
31.05.2014	79,9
02.06.2014	79,8
03.06.2014	79,3
04.06.2014	79,2
05.06.2014	78,7
06.06.2014	79
07.06.2014	79
09.06.2014	79,3
10.06.2014	79,9
11.06.2014	80,1
12.06.2014	80,3
13.06.2014	81,8
14.06.2014	82
16.06.2014	82,6
17.06.2014	81,9
18.06.2014	82,4
19.06.2014	82,9
20.06.2014	83
21.06.2014	83
23.06.2014	83,1
24.06.2014	82,3
25.06.2014	82,2
26.06.2014	81,9
27.06.2014	81,6
28.06.2014	81,4
30.06.2014	81,2
01.07.2014	80,9
02.07.2014	80,7
03.07.2014	80,3
04.07.2014	80,3
05.07.2014	80,1
07.07.2014	80,1
08.07.2014	79,8
09.07.2014	79,1
10.07.2014	78,9
11.07.2014	79,5
12.07.2014	79,4
14.07.2014	79,1
15.07.2014	79,3
16.07.2014	79,2
17.07.2014	79,6
18.07.2014	79,9
19.07.2014	79,7
21.07.2014	79,9
22.07.2014	80,1
23.07.2014	80,3
24.07.2014	80,8
25.07.2014	80,6
26.07.2014	81,1
28.07.2014	81,2
29.07.2014	80,8
30.07.2014	80,9
31.07.2014	80,6
01.08.2014	81,1
02.08.2014	80,7
04.08.2014	80,6
05.08.2014	80,6
06.08.2014	80,2
07.08.2014	80,2
08.08.2014	81,3
11.08.2014	80,6
12.08.2014	80
13.08.2014	79,6
14.08.2014	80,1
15.08.2014	79,4
18.08.2014	79,4
19.08.2014	79,1
20.08.2014	79,2
21.08.2014	79,6
22.08.2014	79,7
23.08.2014	79,6
25.08.2014	79,9
26.08.2014	80
27.08.2014	80,2
28.08.2014	80,2
29.08.2014	80,6
30.08.2014	80,6
01.09.2014	80,8
02.09.2014	80,8
03.09.2014	79,7
04.09.2014	80,5
05.09.2014	81,1
06.09.2014	80,9
08.09.2014	80,9
09.09.2014	80,7
10.09.2014	80,3
11.09.2014	79,5
12.09.2014	79,5
15.09.2014	78,9
16.09.2014	79,2
17.09.2014	79,8
18.09.2014	79,8
19.09.2014	79
22.09.2014	79,1
23.09.2014	78,9
24.09.2014	78,6
25.09.2014	78,8
26.09.2014	79,1
29.09.2014	79,4
30.09.2014	79,7
01.10.2014	78,9
02.10.2014	78,4
06.10.2014	77,7
07.10.2014	77,6
08.10.2014	76,6
09.10.2014	76,4
10.10.2014	75,1
13.10.2014	75,6
14.10.2014	74,9
15.10.2014	73,9
16.10.2014	72,4
17.10.2014	73,4
20.10.2014	73,9
21.10.2014	73,2
22.10.2014	74,1
23.10.2014	73,8
24.10.2014	74,4
27.10.2014	73,9
28.10.2014	73,7
29.10.2014	74
30.10.2014	75,1
31.10.2014	75,3
03.11.2014	75,4
04.11.2014	74,9
05.11.2014	73,7
06.11.2014	74
07.11.2014	74,2
10.11.2014	75,2
11.11.2014	74,7
12.11.2014	74,3
13.11.2014	73,9
14.11.2014	72,2
15.11.2014	72,5
17.11.2014	72,3
18.11.2014	72
19.11.2014	71,4
20.11.2014	70,7
21.11.2014	70,9
22.11.2014	71,3
24.11.2014	71,7
25.11.2014	71,1
26.11.2014	70,3
27.11.2014	69,2
28.11.2014	67,5
29.11.2014	67,3
01.12.2014	65,9
02.12.2014	66,7
03.12.2014	66,1
04.12.2014	66
05.12.2014	65,1
08.12.2014	64,6
09.12.2014	62,9
10.12.2014	63,1
11.12.2014	62,1
12.12.2014	60,9
15.12.2014	60,3
16.12.2014	58,8
17.12.2014	58,3
18.12.2014	59,3
19.12.2014	59,5
20.12.2014	59,5
22.12.2014	60,4
23.12.2014	60,1
24.12.2014	60,1
27.12.2014	59,9
29.12.2014	59,7
30.12.2014	58,5
31.12.2014	58,4
