Date	Value
03.08.2023	107,1
04.08.2023	106,8
05.08.2023	108,3
06.08.2023	108,6
08.08.2023	108,5
09.08.2023	107,1
10.08.2023	108,4
11.08.2023	110,4
12.08.2023	110,1
13.08.2023	109,9
15.08.2023	109,1
16.08.2023	108,8
17.08.2023	107,7
18.08.2023	106,9
19.08.2023	108,1
20.08.2023	109
22.08.2023	109,5
23.08.2023	108,4
24.08.2023	108,6
25.08.2023	108,2
26.08.2023	109
27.08.2023	110,2
29.08.2023	111
30.08.2023	110,5
31.08.2023	110,3
01.09.2023	108,7
02.09.2023	109,5
03.09.2023	110
05.09.2023	110
06.09.2023	110,7
07.09.2023	112,7
08.09.2023	112,5
09.09.2023	112,9
10.09.2023	114,1
12.09.2023	114,1
13.09.2023	116,1
14.09.2023	115,8
15.09.2023	116,7
16.09.2023	118,4
17.09.2023	118,2
19.09.2023	118
20.09.2023	115,6
21.09.2023	115,6
22.09.2023	115,2
23.09.2023	117,2
24.09.2023	116,7
26.09.2023	116,7
27.09.2023	116
28.09.2023	116,6
29.09.2023	118,2
30.09.2023	118,4
01.10.2023	118,2
03.10.2023	118,6
04.10.2023	117,9
05.10.2023	116,7
06.10.2023	112,7
07.10.2023	109
08.10.2023	108,5
10.10.2023	111,5
11.10.2023	112,5
12.10.2023	113,6
13.10.2023	114
14.10.2023	114,8
15.10.2023	117,3
17.10.2023	119,4
18.10.2023	118,9
19.10.2023	119,5
20.10.2023	118,5
21.10.2023	119
22.10.2023	119
24.10.2023	118,5
25.10.2023	117,5
26.10.2023	115,8
27.10.2023	115,2
28.10.2023	115,7
29.10.2023	115,7
31.10.2023	115,1
01.11.2023	114,3
02.11.2023	114,6
03.11.2023	115,1
04.11.2023	116,3
05.11.2023	115,7
07.11.2023	114,6
08.11.2023	113,9
09.11.2023	111,9
10.11.2023	109,8
11.11.2023	109,1
12.11.2023	108,9
14.11.2023	108,4
15.11.2023	110,5
16.11.2023	110,5
17.11.2023	110,6
18.11.2023	108,1
19.11.2023	108,3
21.11.2023	109,3
22.11.2023	110,5
23.11.2023	111,6
24.11.2023	110,9
25.11.2023	111,2
26.11.2023	110,9
28.11.2023	110
29.11.2023	110,2
30.11.2023	110,7
01.12.2023	110,9
02.12.2023	110,1
03.12.2023	109,2
05.12.2023	108,1
06.12.2023	108,3
07.12.2023	108,7
08.12.2023	107,7
09.12.2023	107,9
12.12.2023	108
13.12.2023	108,3
14.12.2023	106,3
15.12.2023	106,9
16.12.2023	108,2
17.12.2023	108,3
19.12.2023	108,9
20.12.2023	110,2
21.12.2023	111
22.12.2023	111
23.12.2023	110,7
27.12.2023	110,6
28.12.2023	110,5
29.12.2023	109
30.12.2023	107,5
31.12.2023	107,2
