Date	Value
30.04.2018	66,5
01.05.2018	66,7
02.05.2018	66,7
03.05.2018	66,7
04.05.2018	66,7
05.05.2018	66,9
07.05.2018	68
08.05.2018	68
09.05.2018	69
10.05.2018	69,7
11.05.2018	69,5
12.05.2018	69,4
14.05.2018	69,2
15.05.2018	70,2
16.05.2018	70,5
17.05.2018	71,4
18.05.2018	71,9
19.05.2018	71,9
22.05.2018	71,7
23.05.2018	71,5
24.05.2018	72,3
25.05.2018	71,8
26.05.2018	71,4
28.05.2018	69,9
29.05.2018	70,2
30.05.2018	70,3
31.05.2018	70,9
01.06.2018	70,8
02.06.2018	70,6
04.06.2018	70,3
05.06.2018	69,8
06.06.2018	69,5
07.06.2018	68,7
08.06.2018	69,4
09.06.2018	69,4
11.06.2018	69
12.06.2018	69,3
13.06.2018	68,9
14.06.2018	69,2
15.06.2018	69,6
16.06.2018	69
18.06.2018	67,4
19.06.2018	68,6
20.06.2018	68,7
21.06.2018	68,1
22.06.2018	67,5
23.06.2018	67,7
25.06.2018	67,8
26.06.2018	67,6
27.06.2018	68,7
28.06.2018	69,8
29.06.2018	70
30.06.2018	70,2
02.07.2018	70,2
03.07.2018	69,8
04.07.2018	70,1
05.07.2018	69,7
06.07.2018	69,5
07.07.2018	69,4
09.07.2018	69,3
10.07.2018	69,9
11.07.2018	69,9
12.07.2018	68,5
13.07.2018	68,1
14.07.2018	68,2
16.07.2018	68,3
17.07.2018	67
18.07.2018	67
19.07.2018	67,7
20.07.2018	68
21.07.2018	68
23.07.2018	67,7
24.07.2018	68,3
25.07.2018	69
26.07.2018	69,2
27.07.2018	69,9
28.07.2018	69,9
30.07.2018	69,6
31.07.2018	69,5
01.08.2018	68,7
02.08.2018	68,2
03.08.2018	69,2
04.08.2018	69,6
06.08.2018	70,1
07.08.2018	70,4
08.08.2018	70,7
09.08.2018	69,7
10.08.2018	70
11.08.2018	70,2
13.08.2018	71,1
14.08.2018	71,1
15.08.2018	71,3
16.08.2018	70,3
17.08.2018	70,2
18.08.2018	70,2
20.08.2018	70,2
21.08.2018	70
22.08.2018	70,4
23.08.2018	71,7
24.08.2018	72,6
25.08.2018	73,2
27.08.2018	73,6
28.08.2018	74
29.08.2018	73,8
30.08.2018	74,6
31.08.2018	74,8
01.09.2018	74,8
03.09.2018	75
04.09.2018	76,3
05.09.2018	77
06.09.2018	76,5
07.09.2018	76,4
08.09.2018	76,4
10.09.2018	77
11.09.2018	77,2
12.09.2018	78,5
13.09.2018	78,3
14.09.2018	77,5
15.09.2018	77,2
17.09.2018	77,1
18.09.2018	76,3
19.09.2018	77,2
20.09.2018	77,3
21.09.2018	76,6
22.09.2018	76,3
24.09.2018	76,5
25.09.2018	77,7
26.09.2018	78
27.09.2018	78,4
28.09.2018	78,7
29.09.2018	79,4
01.10.2018	80,1
02.10.2018	82
03.10.2018	82
04.10.2018	83
05.10.2018	82,5
06.10.2018	82,4
08.10.2018	82
09.10.2018	82,9
10.10.2018	83,1
11.10.2018	82
12.10.2018	81,4
13.10.2018	81,3
15.10.2018	81,5
16.10.2018	81,1
17.10.2018	81,4
18.10.2018	81,6
19.10.2018	82,5
20.10.2018	84
22.10.2018	84,4
23.10.2018	85,2
24.10.2018	85,2
25.10.2018	86
26.10.2018	87
27.10.2018	87,2
29.10.2018	87,5
30.10.2018	87,9
31.10.2018	88,1
01.11.2018	88,1
02.11.2018	87,9
03.11.2018	87,7
05.11.2018	87,5
06.11.2018	87,8
07.11.2018	87,6
08.11.2018	88,4
09.11.2018	87,8
10.11.2018	86,8
12.11.2018	88
13.11.2018	86,6
13.11.2018	86,7
14.11.2018	84,3
15.11.2018	84
16.11.2018	83,5
17.11.2018	82,8
19.11.2018	82,8
20.11.2018	82,2
21.11.2018	79,4
22.11.2018	77,9
23.11.2018	76,9
24.11.2018	76,2
26.11.2018	75,9
27.11.2018	75,7
28.11.2018	75,9
29.11.2018	73,9
30.11.2018	73,4
01.12.2018	73
03.12.2018	74,7
04.12.2018	75
05.12.2018	73,5
06.12.2018	73,1
07.12.2018	71,8
08.12.2018	71,8
10.12.2018	72
11.12.2018	70,8
12.12.2018	71
13.12.2018	70
14.12.2018	70,1
15.12.2018	69,8
17.12.2018	69,2
18.12.2018	68,1
19.12.2018	66,9
20.12.2018	67
21.12.2018	66,1
22.12.2018	65,3
24.12.2018	65,3
25.12.2018	65,1
27.12.2018	64,9
28.12.2018	64,4
29.12.2018	64,2
31.12.2018	64,4
