Date	Value
10.06.2017	51,9
12.06.2017	52,2
13.06.2017	52,4
14.06.2017	52,3
15.06.2017	51,6
16.06.2017	51,8
17.06.2017	51,9
19.06.2017	51,9
20.06.2017	51,8
21.06.2017	51,4
22.06.2017	50,7
23.06.2017	51
24.06.2017	51,1
26.06.2017	51,3
27.06.2017	51,3
28.06.2017	51,5
29.06.2017	52
30.06.2017	52,3
01.07.2017	52,5
03.07.2017	53
04.07.2017	53,6
05.07.2017	53,9
06.07.2017	53,3
07.07.2017	52,7
08.07.2017	52,3
10.07.2017	52,1
11.07.2017	52
12.07.2017	52,7
13.07.2017	52,4
14.07.2017	53
15.07.2017	53,2
17.07.2017	53,5
18.07.2017	52,7
19.07.2017	52,8
20.07.2017	53,8
21.07.2017	53,2
22.07.2017	53
24.07.2017	52,5
25.07.2017	52,7
26.07.2017	53,9
27.07.2017	54
28.07.2017	54,3
29.07.2017	54,5
31.07.2017	55,3
01.08.2017	55,3
02.08.2017	54,5
03.08.2017	54,8
04.08.2017	54,2
05.08.2017	54,2
07.08.2017	54,6
08.08.2017	54,3
09.08.2017	53,8
10.08.2017	54,7
11.08.2017	53,8
12.08.2017	53,8
14.08.2017	54,1
15.08.2017	53,6
16.08.2017	53,7
17.08.2017	52,7
18.08.2017	53
19.08.2017	53,2
21.08.2017	54
22.08.2017	53,1
23.08.2017	53,1
24.08.2017	53,8
25.08.2017	54,1
26.08.2017	54
28.08.2017	53,8
29.08.2017	53,5
30.08.2017	53,7
31.08.2017	54,1
01.09.2017	55,9
02.09.2017	55,9
04.09.2017	55,7
05.09.2017	55,3
06.09.2017	56,1
07.09.2017	56,5
08.09.2017	57
09.09.2017	57,2
11.09.2017	56,8
12.09.2017	55,9
13.09.2017	55,8
14.09.2017	57,1
15.09.2017	57,1
16.09.2017	57,1
18.09.2017	57,5
19.09.2017	57,1
20.09.2017	56,9
21.09.2017	58,2
22.09.2017	58,2
23.09.2017	58,1
25.09.2017	58
26.09.2017	59,7
27.09.2017	59,5
28.09.2017	59,3
29.09.2017	59,2
30.09.2017	59,1
02.10.2017	58,9
03.10.2017	58,7
04.10.2017	57,7
05.10.2017	58
06.10.2017	58,6
08.10.2017	58,3
09.10.2017	57,3
10.10.2017	56,8
11.10.2017	57,5
12.10.2017	57,4
13.10.2017	57,2
14.10.2017	57,4
16.10.2017	58,2
17.10.2017	58,3
18.10.2017	58,5
19.10.2017	58,2
20.10.2017	57,4
21.10.2017	57,4
23.10.2017	58,1
24.10.2017	57,7
25.10.2017	58,3
26.10.2017	57,8
27.10.2017	59,2
28.10.2017	59,4
30.10.2017	59,9
31.10.2017	59,9
01.11.2017	60,4
02.11.2017	59,8
03.11.2017	59,8
04.11.2017	60
06.11.2017	60,8
07.11.2017	61,8
08.11.2017	61,4
09.11.2017	61,4
10.11.2017	61,7
12.11.2017	61,6
13.11.2017	61,5
14.11.2017	61,1
15.11.2017	59,9
16.11.2017	60,4
17.11.2017	60,1
18.11.2017	60,4
20.11.2017	61,3
21.11.2017	61
22.11.2017	61,5
23.11.2017	61
24.11.2017	61,3
25.11.2017	61,3
27.11.2017	61,2
28.11.2017	61,1
29.11.2017	61
30.11.2017	60,9
01.12.2017	60,3
02.12.2017	60,4
04.12.2017	61,3
05.12.2017	60,3
06.12.2017	60,6
07.12.2017	59,8
08.12.2017	60,6
09.12.2017	60,8
11.12.2017	61,5
12.12.2017	62,6
13.12.2017	62,1
14.12.2017	61,1
15.12.2017	61,2
16.12.2017	61,3
18.12.2017	61,4
19.12.2017	61,4
20.12.2017	61,4
21.12.2017	61,3
22.12.2017	61,7
23.12.2017	61,9
26.12.2017	61,9
27.12.2017	63,3
28.12.2017	63
29.12.2017	63,4
31.12.2017	63,4
