Date	Value
15.09.2021	74,2
16.09.2021	75,2
17.09.2021	75,5
18.09.2021	75,5
20.09.2021	75,5
21.09.2021	75,4
22.09.2021	75,6
23.09.2021	76,6
24.09.2021	77,4
25.09.2021	77,7
27.09.2021	78,8
28.09.2021	79,6
29.09.2021	78,5
30.09.2021	79,4
01.10.2021	80,3
02.10.2021	80,6
04.10.2021	81,2
05.10.2021	83,2
06.10.2021	85,7
07.10.2021	84,7
08.10.2021	86,7
09.10.2021	86,7
11.10.2021	87,7
12.10.2021	88,1
13.10.2021	88
14.10.2021	88,3
15.10.2021	89,8
16.10.2021	90,5
18.10.2021	91
19.10.2021	90,3
20.10.2021	90,5
21.10.2021	90,9
22.10.2021	89,9
23.10.2021	89,9
25.10.2021	90,4
26.10.2021	90,8
27.10.2021	90,7
28.10.2021	89,2
29.10.2021	89,4
31.10.2021	89,4
01.11.2021	89,5
02.11.2021	90
03.11.2021	89,5
04.11.2021	88,3
05.11.2021	88
06.11.2021	88
08.11.2021	90
09.11.2021	90
10.11.2021	91,3
11.11.2021	89,9
12.11.2021	89,1
13.11.2021	88,8
15.11.2021	88
16.11.2021	89,1
17.11.2021	89,1
18.11.2021	87,6
19.11.2021	88,3
20.11.2021	86,8
22.11.2021	86
23.11.2021	86,5
24.11.2021	88,5
26.11.2021	88,3
27.11.2021	86,5
28.11.2021	84,5
30.11.2021	83,9
01.12.2021	81,8
02.12.2021	81,8
03.12.2021	81,7
04.12.2021	82,2
05.12.2021	82,5
07.12.2021	82,7
08.12.2021	84,1
09.12.2021	84,3
10.12.2021	84,9
11.12.2021	84,5
12.12.2021	84,5
14.12.2021	85,1
15.12.2021	84,7
16.12.2021	83,8
17.12.2021	84,4
18.12.2021	84,2
19.12.2021	84
21.12.2021	82,6
22.12.2021	82,7
23.12.2021	83,9
24.12.2021	84,7
25.12.2021	85,5
28.12.2021	85,2
29.12.2021	86
30.12.2021	86,7
31.12.2021	86,8
